X,Y
-483.5999999999999,-2774.23125
-489.5999999999999,-2849.23125
-490.5999999999999,-2929.23125
-476.5999999999999,-3048.23125
-419.5999999999999,-3183.23125
-367.5999999999999,-3253.23125
-196.5999999999999,-3401.23125
-105.59999999999991,-3476.23125
-20.59999999999991,-3542.23125
17.40000000000009,-3573.23125
99.40000000000009,-3647.23125
213.4000000000001,-3791.23125
270.4000000000001,-3907.23125
312.4000000000001,-4041.23125
336.4000000000001,-4168.23125
351.4000000000001,-4294.23125
366.4000000000001,-4786.23125
339.4000000000001,-5016.23125
296.4000000000001,-5208.23125
258.4000000000001,-5320.23125
154.4000000000001,-5556.23125
114.40000000000009,-5638.23125
4.400000000000091,-5858.23125
-80.59999999999991,-6023.23125
-164.5999999999999,-6191.23125
-289.5999999999999,-6448.23125
-368.5999999999999,-6623.23125
-476.5999999999999,-6911.23125
-590.5999999999999,-7375.23125
-628.5999999999999,-7777.23125
-623.5999999999999,-8117.23125
-586.5999999999999,-8460.23125
-554.5999999999999,-8648.23125
-523.5999999999999,-8802.23125
-483.5999999999999,-8974.23125
-437.5999999999999,-9162.23125
-390.5999999999999,-9351.23125
-333.5999999999999,-9576.23125
-297.5999999999999,-9714.23125
-193.5999999999999,-10077.23125
-94.59999999999991,-10368.23125
6.400000000000091,-10600.23125
98.40000000000009,-10779.23125
250.4000000000001,-11029.23125
456.4000000000001,-11311.23125
479.4000000000001,-11340.23125
658.4000000000001,-11549.23125
811.4000000000001,-11709.23125
971.4000000000001,-11862.23125
1114.4,-11994.23125
1147.4,-12026.23125
1501.4,-12354.23125
1626.4,-12461.23125
1768.4,-12577.23125
1928.4,-12699.23125
2059.4,-12798.23125
2176.4,-12886.23125
2457.4,-13095.23125
2589.4,-13194.23125
2690.4,-13269.23125
2769.4,-13328.23125
2858.4,-13394.23125
2943.4,-13442.23125
3079.4,-13469.23125
3208.4,-13446.23125
3267.4,-13419.23125
3324.4,-13379.23125
3390.4,-13309.23125
3428.4,-13248.23125
3461.4,-13149.23125
3466.4,-13124.23125
3472.4,-13066.23125
3468.4,-12965.23125
3437.4,-12794.23125
3399.4,-12626.23125
3346.4,-12385.23125
3301.4,-12175.23125
3271.4,-12019.23125
3254.4,-11928.23125
3224.4,-11785.23125
3188.4,-11613.23125
3169.4,-11525.23125
3111.4,-11268.23125
3057.4,-11029.23125
3051.4,-11002.23125
2990.4,-10727.23125
2967.4,-10629.23125
2879.4,-10242.23125
2812.4,-9931.23125
2752.4,-9656.23125
2702.4,-9424.23125
2631.4,-9126.23125
2603.4,-9016.23125
2560.4,-8857.23125
2509.4,-8683.23125
2399.4,-8333.23125
2337.4,-8140.23125
2278.4,-7963.23125
2155.4,-7608.23125
