race,driver,pit_lap,tire_age_at_pit,compound_num,race_progress,position_before,laps_remaining,position_delta,optimal_pit
Bahrain2022,VER,15.0,17.0,0,0.263,2,42.0,0,1
Bahrain2022,VER,31.0,16.0,0,0.544,2,26.0,0,1
Bahrain2022,VER,44.0,13.0,1,0.772,2,13.0,0,1
Bahrain2022,GAS,15.0,17.0,0,0.263,7,42.0,-1,0
Bahrain2022,GAS,33.0,18.0,1,0.579,8,24.0,0,1
Bahrain2022,PER,16.0,18.0,0,0.281,2,41.0,-2,0
Bahrain2022,PER,34.0,18.0,1,0.596,2,23.0,-2,0
Bahrain2022,PER,44.0,13.0,0,0.772,4,13.0,0,1
Bahrain2022,ALO,12.0,14.0,0,0.211,11,45.0,2,1
Bahrain2022,ALO,26.0,14.0,1,0.456,10,31.0,-1,0
Bahrain2022,ALO,43.0,17.0,2,0.754,12,14.0,0,1
Bahrain2022,LEC,16.0,15.0,0,0.281,1,41.0,0,1
Bahrain2022,LEC,32.0,19.0,0,0.561,1,25.0,0,1
Bahrain2022,LEC,47.0,15.0,1,0.825,1,10.0,0,1
Bahrain2022,STR,19.0,18.0,0,0.333,12,38.0,-4,0
Bahrain2022,STR,39.0,20.0,0,0.684,14,18.0,-1,0
Bahrain2022,STR,46.0,7.0,1,0.807,14,11.0,0,1
Bahrain2022,MAG,15.0,14.0,0,0.263,6,42.0,-1,0
Bahrain2022,MAG,35.0,23.0,0,0.614,6,22.0,-1,0
Bahrain2022,MAG,47.0,12.0,1,0.825,7,10.0,0,1
Bahrain2022,TSU,16.0,15.0,0,0.281,7,41.0,-4,0
Bahrain2022,TSU,30.0,14.0,1,0.526,11,27.0,-2,0
Bahrain2022,TSU,45.0,15.0,0,0.789,10,12.0,-1,0
Bahrain2022,ALB,14.0,13.0,0,0.246,14,43.0,-2,0
Bahrain2022,ALB,36.0,22.0,1,0.632,16,21.0,-1,0
Bahrain2022,ALB,47.0,13.0,1,0.825,14,10.0,-1,0
Bahrain2022,ZHO,16.0,15.0,0,0.281,8,41.0,-5,0
Bahrain2022,ZHO,38.0,22.0,1,0.667,9,19.0,-3,0
Bahrain2022,ZHO,46.0,8.0,1,0.807,9,11.0,-4,0
Bahrain2022,HUL,20.0,19.0,0,0.351,17,37.0,-2,0
Bahrain2022,HUL,38.0,18.0,0,0.667,17,19.0,-3,0
Bahrain2022,HUL,45.0,7.0,1,0.789,20,12.0,1,1
Bahrain2022,RIC,18.0,17.0,1,0.316,18,39.0,-1,0
Bahrain2022,RIC,34.0,16.0,0,0.596,17,23.0,-1,0
Bahrain2022,RIC,45.0,11.0,2,0.789,17,12.0,1,1
Bahrain2022,OCO,15.0,14.0,0,0.263,8,42.0,-2,0
Bahrain2022,OCO,31.0,16.0,1,0.544,9,26.0,-3,0
Bahrain2022,OCO,44.0,13.0,2,0.772,9,13.0,0,1
Bahrain2022,NOR,25.0,24.0,1,0.439,17,32.0,-3,0
Bahrain2022,NOR,42.0,17.0,2,0.737,16,15.0,-1,0
Bahrain2022,HAM,12.0,13.0,0,0.211,5,45.0,0,1
Bahrain2022,HAM,28.0,17.0,2,0.491,5,29.0,-1,0
Bahrain2022,HAM,45.0,17.0,1,0.789,4,12.0,-1,0
Bahrain2022,MSC,13.0,12.0,0,0.228,17,44.0,1,1
Bahrain2022,MSC,36.0,23.0,1,0.632,14,21.0,0,1
Bahrain2022,SAI,15.0,17.0,0,0.263,4,42.0,1,1
Bahrain2022,SAI,34.0,19.0,0,0.596,1,23.0,-2,0
Bahrain2022,SAI,45.0,11.0,1,0.789,2,12.0,-1,0
Bahrain2022,LAT,15.0,14.0,0,0.263,18,42.0,1,1
Bahrain2022,LAT,33.0,18.0,0,0.579,20,24.0,1,1
Bahrain2022,LAT,46.0,13.0,1,0.807,17,11.0,-1,0
Bahrain2022,RUS,16.0,18.0,0,0.281,3,41.0,-3,0
Bahrain2022,RUS,34.0,19.0,2,0.596,5,23.0,-1,0
Bahrain2022,RUS,46.0,12.0,1,0.807,5,11.0,-1,0
Bahrain2022,BOT,15.0,17.0,0,0.263,11,42.0,-1,0
Bahrain2022,BOT,37.0,22.0,1,0.649,7,20.0,-4,0
Bahrain2022,BOT,46.0,9.0,1,0.807,8,11.0,0,1
Saudi Arabia2022,VER,17.0,16.0,1,0.34,2,33.0,0,1
Saudi Arabia2022,GAS,16.0,15.0,1,0.32,11,34.0,-3,0
Saudi Arabia2022,PER,16.0,15.0,1,0.32,2,34.0,-2,0
Saudi Arabia2022,ALO,17.0,16.0,1,0.34,6,33.0,-2,0
Saudi Arabia2022,LEC,17.0,16.0,1,0.34,1,33.0,0,1
Saudi Arabia2022,STR,14.0,14.0,1,0.28,15,36.0,-1,0
Saudi Arabia2022,MAG,38.0,39.0,2,0.76,7,12.0,-2,0
Saudi Arabia2022,ALB,14.0,13.0,1,0.28,17,36.0,0,1
Saudi Arabia2022,ZHO,17.0,16.0,1,0.34,12,33.0,-3,0
Saudi Arabia2022,HUL,38.0,38.0,2,0.76,13,12.0,-1,0
Saudi Arabia2022,RIC,9.0,8.0,1,0.18,15,41.0,-1,0
Saudi Arabia2022,OCO,17.0,16.0,1,0.34,9,33.0,-2,0
Saudi Arabia2022,NOR,17.0,16.0,1,0.34,11,33.0,-2,0
Saudi Arabia2022,HAM,41.0,41.0,2,0.82,6,9.0,-4,0
Saudi Arabia2022,SAI,17.0,16.0,1,0.34,3,33.0,0,1
Saudi Arabia2022,RUS,17.0,16.0,1,0.34,5,33.0,0,1
Saudi Arabia2022,BOT,17.0,16.0,1,0.34,7,33.0,-3,0
Australia2022,VER,19.0,18.0,1,0.328,7,39.0,5,1
Australia2022,GAS,22.0,21.0,1,0.379,15,36.0,1,1
Australia2022,PER,21.0,20.0,1,0.362,6,37.0,1,1
Australia2022,ALO,40.0,39.0,2,0.69,12,18.0,0,1
Australia2022,ALO,54.0,14.0,1,0.931,17,4.0,0,1
Australia2022,LEC,23.0,22.0,1,0.397,1,35.0,0,1
Australia2022,STR,4.0,4.0,2,0.069,19,54.0,0,1
Australia2022,STR,5.0,3.0,1,0.086,19,53.0,1,1
Australia2022,STR,24.0,19.0,2,0.414,12,34.0,0,1
Australia2022,MAG,40.0,39.0,2,0.69,16,18.0,1,1
Australia2022,TSU,19.0,18.0,1,0.328,17,39.0,2,1
Australia2022,ZHO,22.0,21.0,1,0.379,16,36.0,-1,0
Australia2022,RIC,22.0,21.0,1,0.379,9,36.0,0,1
Australia2022,OCO,18.0,17.0,1,0.31,17,40.0,6,1
Australia2022,NOR,21.0,20.0,1,0.362,10,37.0,2,1
Australia2022,HAM,23.0,22.0,1,0.397,4,35.0,-2,0
Australia2022,MSC,15.0,16.0,1,0.259,18,43.0,0,1
Australia2022,LAT,14.0,13.0,1,0.241,19,44.0,0,1
Australia2022,LAT,24.0,11.0,2,0.414,18,34.0,0,1
Australia2022,RUS,24.0,23.0,1,0.414,3,34.0,0,1
Australia2022,BOT,23.0,22.0,1,0.397,14,35.0,1,1
Spain2022,VER,14.0,16.0,0,0.212,4,52.0,1,1
Spain2022,VER,29.0,15.0,1,0.439,3,37.0,0,1
Spain2022,VER,45.0,19.0,0,0.682,1,21.0,0,1
Spain2022,PER,18.0,20.0,0,0.273,2,48.0,-2,0
Spain2022,PER,38.0,20.0,1,0.576,1,28.0,-1,0
Spain2022,PER,54.0,16.0,1,0.818,2,12.0,0,1
Spain2022,RUS,14.0,16.0,0,0.212,3,52.0,1,1
Spain2022,RUS,37.0,23.0,1,0.561,3,29.0,0,1
Spain2022,RUS,52.0,15.0,1,0.788,3,14.0,0,1
Spain2022,SAI,11.0,13.0,0,0.167,11,55.0,3,1
Spain2022,SAI,32.0,21.0,1,0.485,5,34.0,0,1
Spain2022,SAI,46.0,14.0,1,0.697,5,20.0,0,1
Spain2022,HAM,23.0,23.0,0,0.348,16,43.0,2,1
Spain2022,HAM,49.0,26.0,1,0.742,5,17.0,-1,0
Spain2022,BOT,15.0,17.0,0,0.227,3,51.0,-2,0
Spain2022,BOT,35.0,20.0,1,0.53,4,31.0,0,1
Spain2022,OCO,14.0,13.0,0,0.212,6,52.0,0,1
Spain2022,OCO,36.0,22.0,1,0.545,6,30.0,-1,0
Spain2022,OCO,53.0,20.0,0,0.803,7,13.0,0,1
Spain2022,NOR,13.0,12.0,0,0.197,7,53.0,-2,0
Spain2022,NOR,34.0,21.0,1,0.515,6,32.0,-2,0
Spain2022,NOR,52.0,21.0,0,0.788,8,14.0,0,1
Spain2022,ALO,11.0,10.0,0,0.167,13,55.0,2,1
Spain2022,ALO,32.0,21.0,1,0.485,9,34.0,-1,0
Spain2022,ALO,54.0,22.0,0,0.818,7,12.0,-2,0
Spain2022,TSU,12.0,11.0,0,0.182,9,54.0,-1,0
Spain2022,TSU,33.0,21.0,1,0.5,8,33.0,-3,0
Spain2022,TSU,53.0,23.0,0,0.803,9,13.0,-1,0
Spain2022,VET,22.0,24.0,0,0.333,10,44.0,-5,0
Spain2022,VET,43.0,24.0,0,0.652,11,23.0,-1,0
Spain2022,RIC,12.0,14.0,0,0.182,10,54.0,-2,0
Spain2022,RIC,32.0,23.0,0,0.485,11,34.0,-2,0
Spain2022,RIC,49.0,17.0,1,0.742,13,17.0,0,1
Spain2022,GAS,11.0,10.0,0,0.167,14,55.0,0,1
Spain2022,GAS,30.0,19.0,1,0.455,14,36.0,0,1
Spain2022,GAS,47.0,20.0,0,0.712,14,19.0,0,1
Spain2022,MSC,13.0,14.0,0,0.197,8,53.0,-5,0
Spain2022,MSC,31.0,21.0,0,0.47,11,35.0,-1,0
Spain2022,STR,15.0,17.0,0,0.227,9,51.0,-8,0
Spain2022,STR,28.0,16.0,0,0.424,17,38.0,2,1
Spain2022,STR,47.0,20.0,1,0.712,15,19.0,0,1
Spain2022,LAT,13.0,12.0,0,0.197,12,53.0,-7,0
Spain2022,LAT,27.0,14.0,1,0.409,18,39.0,2,1
Spain2022,LAT,51.0,24.0,0,0.773,15,15.0,-2,0
Spain2022,MAG,2.0,3.0,0,0.03,20,64.0,0,1
Spain2022,MAG,30.0,28.0,1,0.455,17,36.0,-1,0
Spain2022,ALB,12.0,11.0,0,0.182,14,54.0,-4,0
Spain2022,ALB,26.0,14.0,1,0.394,19,40.0,2,1
Spain2022,ALB,46.0,20.0,0,0.697,18,20.0,0,1
Spain2022,ALB,55.0,9.0,1,0.833,18,11.0,0,1
Spain2022,ZHO,11.0,10.0,0,0.167,16,55.0,1,1
Spain2022,LEC,22.0,21.0,0,0.333,1,44.0,-3,0
Monaco2022,VER,31.0,8.0,2,0.484,3,33.0,0,1
Monaco2022,PER,31.0,8.0,2,0.484,1,33.0,0,1
Monaco2022,STR,3.0,2.0,4,0.047,19,61.0,0,1
Monaco2022,STR,25.0,22.0,3,0.391,14,39.0,0,1
Monaco2022,TSU,7.0,6.0,4,0.109,17,57.0,-1,0
Monaco2022,TSU,57.0,27.0,1,0.891,17,7.0,0,1
Monaco2022,NOR,52.0,29.0,2,0.812,6,12.0,0,1
Monaco2022,HAM,31.0,8.0,2,0.484,8,33.0,0,1
Monaco2022,MSC,5.0,4.0,4,0.078,17,59.0,0,1
Monaco2022,VET,7.0,6.0,4,0.109,16,57.0,1,1
Monaco2022,VET,24.0,17.0,3,0.375,12,40.0,1,1
Britain2022,VER,13.0,11.0,1,0.25,1,39.0,-5,0
Britain2022,VER,24.0,11.0,1,0.462,6,28.0,-2,0
Britain2022,VER,40.0,16.0,2,0.769,8,12.0,1,1
Britain2022,GAS,17.0,15.0,0,0.327,13,35.0,-1,0
Britain2022,PER,6.0,4.0,1,0.115,4,46.0,-12,0
Britain2022,PER,40.0,35.0,1,0.769,4,12.0,1,1
Britain2022,ALO,34.0,32.0,1,0.654,5,18.0,0,1
Britain2022,ALO,40.0,6.0,2,0.769,5,12.0,0,1
Britain2022,LEC,26.0,24.0,1,0.5,1,26.0,-1,0
Britain2022,STR,16.0,16.0,1,0.308,14,36.0,-1,0
Britain2022,STR,41.0,26.0,2,0.788,9,11.0,-3,0
Britain2022,MAG,23.0,23.0,1,0.442,9,29.0,-3,0
Britain2022,TSU,19.0,17.0,0,0.365,14,33.0,-2,0
Britain2022,TSU,39.0,21.0,2,0.75,14,13.0,0,1
Britain2022,RIC,21.0,20.0,1,0.404,9,31.0,-4,0
Britain2022,RIC,33.0,12.0,2,0.635,13,19.0,0,1
Britain2022,RIC,39.0,6.0,0,0.75,13,13.0,0,1
Britain2022,OCO,23.0,21.0,0,0.442,7,29.0,-3,0
Britain2022,NOR,35.0,34.0,1,0.673,4,17.0,-1,0
Britain2022,NOR,41.0,6.0,2,0.788,5,11.0,-1,0
Britain2022,HAM,34.0,32.0,1,0.654,1,18.0,-2,0
Britain2022,HAM,40.0,6.0,2,0.769,3,12.0,1,1
Britain2022,MSC,2.0,3.0,1,0.038,15,50.0,1,1
Britain2022,MSC,20.0,18.0,1,0.385,10,32.0,-1,0
Britain2022,MSC,40.0,20.0,2,0.769,9,12.0,1,1
Britain2022,VET,7.0,5.0,0,0.135,12,45.0,-5,0
Britain2022,VET,40.0,35.0,1,0.769,7,12.0,-2,0
Britain2022,SAI,21.0,19.0,1,0.404,1,31.0,-1,0
Britain2022,SAI,40.0,19.0,2,0.769,1,12.0,0,1
Britain2022,LAT,20.0,18.0,0,0.385,8,32.0,-1,0
Britain2022,LAT,40.0,20.0,1,0.769,11,12.0,0,1
Hungary2022,VER,17.0,17.0,0,0.243,5,53.0,1,1
Hungary2022,VER,39.0,22.0,1,0.557,4,31.0,0,1
Hungary2022,GAS,17.0,16.0,0,0.243,13,53.0,-4,0
Hungary2022,GAS,47.0,30.0,1,0.671,14,23.0,0,1
Hungary2022,PER,19.0,18.0,0,0.271,3,51.0,-3,0
Hungary2022,PER,43.0,24.0,1,0.614,6,27.0,0,1
Hungary2022,ALO,22.0,21.0,1,0.314,6,48.0,-6,0
Hungary2022,LEC,22.0,21.0,1,0.314,1,48.0,-1,0
Hungary2022,LEC,40.0,18.0,1,0.571,1,30.0,-3,0
Hungary2022,LEC,55.0,15.0,2,0.786,4,15.0,-2,0
Hungary2022,STR,15.0,17.0,0,0.214,15,55.0,1,1
Hungary2022,STR,47.0,33.0,1,0.671,9,23.0,-2,0
Hungary2022,MAG,7.0,6.0,1,0.1,12,63.0,-8,0
Hungary2022,MAG,36.0,29.0,2,0.514,18,34.0,1,1
Hungary2022,MAG,68.0,32.0,1,0.971,16,2.0,0,1
Hungary2022,TSU,14.0,13.0,0,0.2,17,56.0,0,1
Hungary2022,TSU,34.0,20.0,1,0.486,17,36.0,-3,0
Hungary2022,TSU,52.0,18.0,0,0.743,20,18.0,0,1
Hungary2022,ALB,3.0,2.0,0,0.043,12,67.0,-7,0
Hungary2022,ALB,22.0,19.0,1,0.314,18,48.0,-2,0
Hungary2022,ALB,41.0,19.0,1,0.586,17,29.0,-2,0
Hungary2022,ZHO,28.0,27.0,1,0.4,9,42.0,-7,0
Hungary2022,ZHO,52.0,24.0,2,0.743,15,18.0,-3,0
Hungary2022,RIC,16.0,17.0,0,0.229,11,54.0,-2,0
Hungary2022,RIC,47.0,31.0,1,0.671,8,23.0,-5,0
Hungary2022,OCO,24.0,23.0,1,0.343,6,46.0,-4,0
Hungary2022,NOR,15.0,17.0,0,0.214,9,55.0,-2,0
Hungary2022,NOR,43.0,28.0,1,0.614,7,27.0,0,1
Hungary2022,HAM,20.0,19.0,1,0.286,2,50.0,-3,0
Hungary2022,HAM,52.0,32.0,1,0.743,2,18.0,-2,0
Hungary2022,MSC,22.0,21.0,1,0.314,12,48.0,-5,0
Hungary2022,MSC,42.0,20.0,2,0.6,16,28.0,0,1
Hungary2022,VET,16.0,15.0,0,0.229,13,54.0,-2,0
Hungary2022,VET,47.0,32.0,1,0.671,12,23.0,0,1
Hungary2022,SAI,18.0,17.0,1,0.257,2,52.0,-1,0
Hungary2022,SAI,48.0,30.0,1,0.686,2,22.0,-2,0
Hungary2022,LAT,19.0,18.0,1,0.271,13,51.0,-6,0
Hungary2022,LAT,40.0,21.0,1,0.571,17,30.0,-1,0
Hungary2022,LAT,57.0,17.0,0,0.814,19,13.0,0,1
Hungary2022,RUS,17.0,19.0,0,0.243,3,53.0,2,1
Hungary2022,RUS,40.0,23.0,1,0.571,3,30.0,-2,0
Hungary2022,BOT,27.0,26.0,1,0.386,9,43.0,-5,0
Belgium2022,VER,16.0,15.0,0,0.364,1,28.0,0,1
Belgium2022,VER,31.0,15.0,1,0.705,1,13.0,0,1
Belgium2022,GAS,11.0,10.0,1,0.25,18,33.0,6,1
Belgium2022,GAS,23.0,12.0,2,0.523,14,21.0,2,1
Belgium2022,PER,15.0,14.0,1,0.341,2,29.0,-1,0
Belgium2022,PER,28.0,13.0,1,0.636,2,16.0,0,1
Belgium2022,ALO,12.0,11.0,1,0.273,6,32.0,0,1
Belgium2022,ALO,26.0,14.0,1,0.591,8,18.0,0,1
Belgium2022,LEC,4.0,3.0,0,0.091,12,40.0,-1,0
Belgium2022,LEC,26.0,22.0,1,0.591,5,18.0,0,1
Belgium2022,LEC,43.0,17.0,1,0.977,5,1.0,0,1
Belgium2022,STR,16.0,16.0,1,0.364,6,28.0,-5,0
Belgium2022,STR,27.0,12.0,1,0.614,13,17.0,1,1
Belgium2022,MAG,12.0,11.0,1,0.273,16,32.0,0,1
Belgium2022,MAG,28.0,16.0,2,0.636,14,16.0,-2,0
Belgium2022,TSU,19.0,18.0,2,0.432,10,25.0,-5,0
Belgium2022,TSU,31.0,12.0,1,0.705,11,13.0,-3,0
Belgium2022,ALB,11.0,10.0,1,0.25,11,33.0,3,1
Belgium2022,ALB,27.0,16.0,2,0.614,11,17.0,0,1
Belgium2022,ZHO,15.0,14.0,1,0.341,10,29.0,-4,0
Belgium2022,ZHO,29.0,14.0,1,0.659,13,15.0,0,1
Belgium2022,RIC,13.0,12.0,1,0.295,8,31.0,-3,0
Belgium2022,RIC,33.0,20.0,2,0.75,10,11.0,-5,0
Belgium2022,OCO,13.0,12.0,1,0.295,10,31.0,1,1
Belgium2022,OCO,33.0,20.0,2,0.75,7,11.0,0,1
Belgium2022,NOR,14.0,13.0,1,0.318,11,30.0,-2,0
Belgium2022,NOR,30.0,16.0,2,0.682,12,14.0,0,1
Belgium2022,MSC,15.0,14.0,1,0.341,16,29.0,-1,0
Belgium2022,MSC,31.0,16.0,2,0.705,16,13.0,-1,0
Belgium2022,VET,15.0,15.0,1,0.341,4,29.0,-3,0
Belgium2022,VET,34.0,19.0,2,0.773,6,10.0,-2,0
Belgium2022,SAI,12.0,13.0,0,0.273,3,32.0,2,1
Belgium2022,SAI,26.0,14.0,1,0.591,4,18.0,1,1
Belgium2022,LAT,4.0,3.0,1,0.091,18,40.0,1,1
Belgium2022,LAT,16.0,13.0,1,0.364,14,28.0,-4,0
Belgium2022,LAT,35.0,19.0,2,0.795,18,9.0,0,1
Belgium2022,RUS,14.0,13.0,1,0.318,3,30.0,-1,0
Belgium2022,RUS,30.0,16.0,1,0.682,3,14.0,-1,0
Italy2022,VER,26.0,25.0,0,0.491,1,27.0,-1,0
Italy2022,VER,49.0,23.0,1,0.925,1,4.0,0,1
Italy2022,GAS,19.0,18.0,1,0.358,9,34.0,-3,0
Italy2022,PER,8.0,7.0,1,0.151,18,45.0,-1,0
Italy2022,PER,43.0,35.0,2,0.811,5,10.0,-1,0
Italy2022,LEC,13.0,12.0,0,0.245,2,40.0,-1,0
Italy2022,LEC,34.0,21.0,1,0.642,1,19.0,-1,0
Italy2022,LEC,49.0,15.0,0,0.925,2,4.0,0,1
Italy2022,STR,19.0,19.0,1,0.358,14,34.0,-5,0
Italy2022,MAG,25.0,24.0,1,0.472,14,28.0,-5,0
Italy2022,MAG,47.0,22.0,2,0.887,16,6.0,0,1
Italy2022,TSU,20.0,19.0,1,0.377,12,33.0,-4,0
Italy2022,TSU,48.0,29.0,2,0.906,14,5.0,0,1
Italy2022,ZHO,19.0,18.0,1,0.358,11,34.0,-4,0
Italy2022,RIC,20.0,19.0,1,0.377,7,33.0,-4,0
Italy2022,OCO,20.0,19.0,0,0.377,10,33.0,-5,0
Italy2022,NOR,36.0,35.0,1,0.679,4,17.0,-3,0
Italy2022,NOR,48.0,14.0,0,0.906,6,5.0,-1,0
Italy2022,HAM,34.0,33.0,1,0.642,7,19.0,1,1
Italy2022,DEV,20.0,19.0,0,0.377,9,33.0,-4,0
Italy2022,MSC,34.0,33.0,1,0.642,9,19.0,-6,0
Italy2022,SAI,31.0,30.0,1,0.585,4,22.0,0,1
Italy2022,SAI,48.0,17.0,0,0.906,4,5.0,0,1
Italy2022,LAT,16.0,15.0,1,0.302,18,37.0,-1,0
Italy2022,LAT,48.0,32.0,2,0.906,15,5.0,0,1
Italy2022,RUS,24.0,23.0,0,0.453,3,29.0,-1,0
Italy2022,RUS,48.0,24.0,2,0.906,3,5.0,0,1
Italy2022,BOT,36.0,35.0,1,0.679,11,17.0,-5,0
Bahrain2023,VER,15.0,17.0,0,0.263,1,42.0,0,1
Bahrain2023,VER,37.0,22.0,0,0.649,1,20.0,0,1
Bahrain2023,GAS,10.0,9.0,0,0.175,19,47.0,5,1
Bahrain2023,GAS,26.0,16.0,2,0.456,12,31.0,0,1
Bahrain2023,GAS,41.0,15.0,2,0.719,10,16.0,1,1
Bahrain2023,PER,18.0,20.0,0,0.316,1,39.0,-2,0
Bahrain2023,PER,35.0,19.0,0,0.614,2,22.0,0,1
Bahrain2023,ALO,15.0,17.0,0,0.263,4,42.0,-2,0
Bahrain2023,ALO,35.0,20.0,2,0.614,3,22.0,-1,0
Bahrain2023,LEC,14.0,13.0,0,0.246,3,43.0,1,1
Bahrain2023,LEC,34.0,20.0,2,0.596,3,23.0,0,1
Bahrain2023,STR,16.0,18.0,0,0.281,4,41.0,-4,0
Bahrain2023,STR,31.0,15.0,2,0.544,8,26.0,1,1
Bahrain2023,SAR,13.0,12.0,0,0.228,10,44.0,-3,0
Bahrain2023,SAR,31.0,18.0,0,0.544,10,26.0,-3,0
Bahrain2023,SAR,41.0,10.0,2,0.719,12,16.0,-1,0
Bahrain2023,MAG,16.0,15.0,2,0.281,11,41.0,-6,0
Bahrain2023,MAG,30.0,14.0,2,0.526,13,27.0,-3,0
Bahrain2023,MAG,41.0,11.0,0,0.719,15,16.0,0,1
Bahrain2023,DEV,12.0,11.0,0,0.211,17,45.0,3,1
Bahrain2023,DEV,28.0,16.0,2,0.491,12,29.0,-2,0
Bahrain2023,TSU,11.0,10.0,0,0.193,14,46.0,3,1
Bahrain2023,TSU,27.0,16.0,2,0.474,11,30.0,-2,0
Bahrain2023,TSU,41.0,14.0,2,0.719,11,16.0,0,1
Bahrain2023,ALB,12.0,11.0,0,0.211,12,45.0,2,1
Bahrain2023,ALB,27.0,15.0,0,0.474,10,30.0,-1,0
Bahrain2023,ALB,41.0,14.0,2,0.719,9,16.0,-1,0
Bahrain2023,ZHO,13.0,12.0,0,0.228,12,44.0,-3,0
Bahrain2023,ZHO,33.0,20.0,2,0.579,10,24.0,-5,0
Bahrain2023,ZHO,55.0,25.0,0,0.965,13,2.0,-3,0
Bahrain2023,HUL,12.0,14.0,0,0.211,16,45.0,0,1
Bahrain2023,HUL,27.0,15.0,2,0.474,16,30.0,-1,0
Bahrain2023,HUL,41.0,14.0,2,0.719,16,16.0,0,1
Bahrain2023,OCO,13.0,15.0,0,0.228,9,44.0,-9,0
Bahrain2023,OCO,33.0,20.0,2,0.579,18,24.0,0,1
Bahrain2023,NOR,11.0,10.0,0,0.193,13,46.0,-1,0
Bahrain2023,NOR,18.0,7.0,2,0.316,15,39.0,-3,0
Bahrain2023,NOR,28.0,13.0,0,0.491,17,29.0,-1,0
Bahrain2023,NOR,38.0,10.0,1,0.667,18,19.0,1,1
Bahrain2023,NOR,48.0,10.0,2,0.842,17,9.0,0,1
Bahrain2023,HAM,13.0,15.0,0,0.228,7,44.0,2,1
Bahrain2023,HAM,31.0,18.0,2,0.544,6,26.0,1,1
Bahrain2023,SAI,14.0,16.0,0,0.246,4,43.0,0,1
Bahrain2023,SAI,32.0,18.0,2,0.561,4,25.0,0,1
Bahrain2023,RUS,14.0,16.0,0,0.246,7,43.0,0,1
Bahrain2023,RUS,32.0,18.0,2,0.561,6,25.0,-2,0
Bahrain2023,BOT,12.0,11.0,0,0.211,9,45.0,2,1
Bahrain2023,BOT,30.0,18.0,2,0.526,9,27.0,0,1
Saudi Arabia2023,VER,19.0,18.0,1,0.38,4,31.0,1,1
Saudi Arabia2023,GAS,15.0,14.0,1,0.3,9,35.0,-1,0
Saudi Arabia2023,PER,19.0,18.0,1,0.38,1,31.0,0,1
Saudi Arabia2023,ALO,19.0,18.0,1,0.38,2,31.0,0,1
Saudi Arabia2023,LEC,17.0,16.0,0,0.34,5,33.0,-2,0
Saudi Arabia2023,STR,14.0,13.0,1,0.28,5,36.0,-5,0
Saudi Arabia2023,SAR,19.0,18.0,2,0.38,10,31.0,-4,0
Saudi Arabia2023,MAG,9.0,8.0,1,0.18,14,41.0,-1,0
Saudi Arabia2023,DEV,18.0,17.0,1,0.36,11,32.0,-5,0
Saudi Arabia2023,TSU,18.0,17.0,1,0.36,6,32.0,-2,0
Saudi Arabia2023,ALB,18.0,17.0,1,0.36,9,32.0,-4,0
Saudi Arabia2023,ZHO,12.0,11.0,1,0.24,11,38.0,-4,0
Saudi Arabia2023,ZHO,19.0,7.0,2,0.38,14,31.0,-1,0
Saudi Arabia2023,HUL,12.0,11.0,1,0.24,13,38.0,-3,0
Saudi Arabia2023,OCO,17.0,16.0,1,0.34,7,33.0,-2,0
Saudi Arabia2023,NOR,3.0,2.0,0,0.06,19,47.0,-1,0
Saudi Arabia2023,NOR,20.0,17.0,2,0.4,18,30.0,1,1
Saudi Arabia2023,HAM,19.0,18.0,2,0.38,5,31.0,0,1
Saudi Arabia2023,SAI,16.0,15.0,1,0.32,4,34.0,-1,0
Saudi Arabia2023,RUS,19.0,18.0,1,0.38,3,31.0,-1,0
Saudi Arabia2023,BOT,10.0,9.0,1,0.2,17,40.0,-2,0
Saudi Arabia2023,BOT,18.0,8.0,2,0.36,19,32.0,0,1
Saudi Arabia2023,BOT,36.0,18.0,1,0.72,18,14.0,0,1
Australia2023,VER,9.0,8.0,1,0.155,2,49.0,1,1
Australia2023,VER,56.0,47.0,2,0.966,1,2.0,0,1
Australia2023,GAS,9.0,8.0,0,0.155,5,49.0,0,1
Australia2023,PER,9.0,6.0,2,0.155,14,49.0,-1,0
Australia2023,PER,56.0,48.0,2,0.966,7,2.0,1,1
Australia2023,ALO,9.0,9.0,1,0.155,3,49.0,0,1
Australia2023,ALO,56.0,47.0,2,0.966,3,2.0,0,1
Australia2023,STR,9.0,9.0,1,0.155,4,49.0,-2,0
Australia2023,STR,56.0,47.0,2,0.966,6,2.0,1,1
Australia2023,SAR,9.0,7.0,2,0.155,17,49.0,1,1
Australia2023,SAR,37.0,28.0,1,0.638,17,21.0,0,1
Australia2023,SAR,55.0,25.0,2,0.948,15,3.0,-1,0
Australia2023,MAG,8.0,7.0,1,0.138,18,50.0,4,1
Australia2023,DEV,9.0,8.0,2,0.155,12,49.0,-5,0
Australia2023,DEV,46.0,37.0,1,0.793,17,12.0,0,1
Australia2023,DEV,55.0,9.0,0,0.948,16,3.0,1,1
Australia2023,TSU,9.0,8.0,1,0.155,8,49.0,-2,0
Australia2023,TSU,55.0,46.0,2,0.948,13,3.0,2,1
Australia2023,ZHO,55.0,53.0,2,0.948,12,3.0,2,1
Australia2023,HUL,9.0,8.0,1,0.155,6,49.0,-2,0
Australia2023,HUL,56.0,47.0,2,0.966,9,2.0,1,1
Australia2023,NOR,9.0,8.0,1,0.155,9,49.0,0,1
Australia2023,NOR,56.0,47.0,2,0.966,8,2.0,1,1
