Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,race_name,year,LapTimeSec,CompoundNum,TireLifeSq,LapNum,DriverFastLap,DeltaFromFastest,DeltaNormalized
0 days 01:38:37.337000,RIC,3,0 days 00:01:35.172000,27.0,1.0,,,0 days 00:00:32.497000,0 days 00:00:36.687000,0 days 00:00:25.988000,0 days 01:37:34.682000,0 days 01:38:11.369000,0 days 01:38:37.357000,208.0,180.0,280.0,325.0,False,HARD,27.0,True,RB,0 days 01:37:02.165000,,1,11.0,,,False,True,Miami2024,2024,95.172,2,729.0,27.0,92.122,3.049999999999997,1.7929999999999922
0 days 01:50:13.624000,RIC,3,0 days 00:01:34.031000,33.0,2.0,,,0 days 00:00:32.072000,0 days 00:00:35.952000,0 days 00:00:26.007000,0 days 01:49:11.685000,0 days 01:49:47.637000,0 days 01:50:13.644000,210.0,185.0,278.0,320.0,False,MEDIUM,10.0,False,RB,0 days 01:48:39.593000,,1,15.0,,,False,True,Miami2024,2024,94.031,1,100.0,33.0,92.122,1.909000000000006,0.4130000000000109
0 days 01:51:47.514000,RIC,3,0 days 00:01:33.890000,34.0,2.0,,,0 days 00:00:32.633000,0 days 00:00:35.507000,0 days 00:00:25.750000,0 days 01:50:46.277000,0 days 01:51:21.784000,0 days 01:51:47.534000,211.0,184.0,280.0,336.0,False,MEDIUM,11.0,False,RB,0 days 01:50:13.624000,,1,16.0,,,False,True,Miami2024,2024,93.89,1,121.0,34.0,92.122,1.7680000000000007,1.1280000000000001
0 days 01:53:20.499000,RIC,3,0 days 00:01:32.985000,35.0,2.0,,,0 days 00:00:31.740000,0 days 00:00:35.421000,0 days 00:00:25.824000,0 days 01:52:19.274000,0 days 01:52:54.695000,0 days 01:53:20.519000,209.0,184.0,282.0,341.0,True,MEDIUM,12.0,False,RB,0 days 01:51:47.514000,,1,16.0,,,False,True,Miami2024,2024,92.985,1,144.0,35.0,92.122,0.8629999999999995,0.6670000000000016
0 days 01:54:53.749000,RIC,3,0 days 00:01:33.250000,36.0,2.0,,,0 days 00:00:31.823000,0 days 00:00:35.409000,0 days 00:00:26.018000,0 days 01:53:52.342000,0 days 01:54:27.751000,0 days 01:54:53.769000,212.0,183.0,283.0,320.0,False,MEDIUM,13.0,False,RB,0 days 01:53:20.499000,,1,16.0,,,False,True,Miami2024,2024,93.25,1,169.0,36.0,92.122,1.1280000000000001,0.9050000000000011
0 days 01:56:26.833000,RIC,3,0 days 00:01:33.084000,37.0,2.0,,,0 days 00:00:32.039000,0 days 00:00:35.284000,0 days 00:00:25.761000,0 days 01:55:25.808000,0 days 01:56:01.092000,0 days 01:56:26.853000,214.0,185.0,282.0,331.0,False,MEDIUM,14.0,False,RB,0 days 01:54:53.749000,,1,16.0,,,False,True,Miami2024,2024,93.084,1,196.0,37.0,92.122,0.9620000000000033,0.6779999999999973
0 days 01:57:59.714000,RIC,3,0 days 00:01:32.881000,38.0,2.0,,,0 days 00:00:31.636000,0 days 00:00:35.506000,0 days 00:00:25.739000,0 days 01:56:58.489000,0 days 01:57:33.995000,0 days 01:57:59.734000,211.0,184.0,281.0,336.0,True,MEDIUM,15.0,False,RB,0 days 01:56:26.833000,,1,16.0,,,False,True,Miami2024,2024,92.881,1,225.0,38.0,92.122,0.7590000000000003,0.6599999999999966
0 days 01:59:32.850000,RIC,3,0 days 00:01:33.136000,39.0,2.0,,,0 days 00:00:31.735000,0 days 00:00:35.584000,0 days 00:00:25.817000,0 days 01:58:31.469000,0 days 01:59:07.053000,0 days 01:59:32.870000,211.0,185.0,280.0,339.0,False,MEDIUM,16.0,False,RB,0 days 01:57:59.714000,,1,16.0,,,False,True,Miami2024,2024,93.136,1,256.0,39.0,92.122,1.0139999999999958,0.6149999999999949
0 days 02:01:06.312000,RIC,3,0 days 00:01:33.462000,40.0,2.0,,,0 days 00:00:32.372000,0 days 00:00:35.213000,0 days 00:00:25.877000,0 days 02:00:05.242000,0 days 02:00:40.455000,0 days 02:01:06.332000,209.0,185.0,280.0,326.0,False,MEDIUM,17.0,False,RB,0 days 01:59:32.850000,,1,16.0,,,False,True,Miami2024,2024,93.462,1,289.0,40.0,92.122,1.3400000000000034,0.9065000000000083
0 days 02:02:39.166000,RIC,3,0 days 00:01:32.854000,41.0,2.0,,,0 days 00:00:31.542000,0 days 00:00:35.491000,0 days 00:00:25.821000,0 days 02:01:37.874000,0 days 02:02:13.365000,0 days 02:02:39.186000,208.0,184.0,282.0,327.0,True,MEDIUM,18.0,False,RB,0 days 02:01:06.312000,,1,15.0,,,False,True,Miami2024,2024,92.854,1,324.0,41.0,92.122,0.7319999999999993,0.3984999999999985
0 days 02:04:11.846000,RIC,3,0 days 00:01:32.680000,42.0,2.0,,,0 days 00:00:31.477000,0 days 00:00:35.365000,0 days 00:00:25.838000,0 days 02:03:10.663000,0 days 02:03:46.028000,0 days 02:04:11.866000,210.0,184.0,282.0,343.0,True,MEDIUM,19.0,False,RB,0 days 02:02:39.166000,,1,15.0,,,False,True,Miami2024,2024,92.68,1,361.0,42.0,92.122,0.5580000000000069,0.5
0 days 02:05:44.615000,RIC,3,0 days 00:01:32.769000,43.0,2.0,,,0 days 00:00:31.706000,0 days 00:00:35.323000,0 days 00:00:25.740000,0 days 02:04:43.572000,0 days 02:05:18.895000,0 days 02:05:44.635000,212.0,183.0,282.0,331.0,False,MEDIUM,20.0,False,RB,0 days 02:04:11.846000,,1,15.0,,,False,True,Miami2024,2024,92.769,1,400.0,43.0,92.122,0.6470000000000056,0.6820000000000022
0 days 02:07:17.572000,RIC,3,0 days 00:01:32.957000,44.0,2.0,,,0 days 00:00:31.571000,0 days 00:00:35.656000,0 days 00:00:25.730000,0 days 02:06:16.206000,0 days 02:06:51.862000,0 days 02:07:17.592000,213.0,184.0,283.0,331.0,False,MEDIUM,21.0,False,RB,0 days 02:05:44.615000,,1,15.0,,,False,True,Miami2024,2024,92.957,1,441.0,44.0,92.122,0.8349999999999937,0.6699999999999875
0 days 02:08:51.592000,RIC,3,0 days 00:01:34.020000,45.0,2.0,,,0 days 00:00:32.831000,0 days 00:00:35.466000,0 days 00:00:25.723000,0 days 02:07:50.423000,0 days 02:08:25.889000,0 days 02:08:51.612000,214.0,185.0,281.0,325.0,False,MEDIUM,22.0,False,RB,0 days 02:07:17.572000,,1,16.0,,,False,True,Miami2024,2024,94.02,1,484.0,45.0,92.122,1.8979999999999961,1.7409999999999997
0 days 02:10:24.437000,RIC,3,0 days 00:01:32.845000,46.0,2.0,,,0 days 00:00:31.362000,0 days 00:00:35.568000,0 days 00:00:25.915000,0 days 02:09:22.974000,0 days 02:09:58.542000,0 days 02:10:24.457000,209.0,184.0,278.0,318.0,False,MEDIUM,23.0,False,RB,0 days 02:08:51.592000,,1,16.0,,,False,True,Miami2024,2024,92.845,1,529.0,46.0,92.122,0.722999999999999,0.39400000000000546
0 days 02:11:57.004000,RIC,3,0 days 00:01:32.567000,47.0,2.0,,,0 days 00:00:31.307000,0 days 00:00:35.412000,0 days 00:00:25.848000,0 days 02:10:55.764000,0 days 02:11:31.176000,0 days 02:11:57.024000,208.0,185.0,279.0,322.0,True,MEDIUM,24.0,False,RB,0 days 02:10:24.437000,,1,16.0,,,False,True,Miami2024,2024,92.567,1,576.0,47.0,92.122,0.4449999999999932,0.3689999999999998
0 days 02:13:30.017000,RIC,3,0 days 00:01:33.013000,48.0,2.0,,,0 days 00:00:31.742000,0 days 00:00:35.503000,0 days 00:00:25.768000,0 days 02:12:28.766000,0 days 02:13:04.269000,0 days 02:13:30.037000,213.0,185.0,284.0,331.0,False,MEDIUM,25.0,False,RB,0 days 02:11:57.004000,,1,16.0,,,False,True,Miami2024,2024,93.013,1,625.0,48.0,92.122,0.8910000000000053,0.7150000000000034
0 days 02:15:02.737000,RIC,3,0 days 00:01:32.720000,49.0,2.0,,,0 days 00:00:31.380000,0 days 00:00:35.536000,0 days 00:00:25.804000,0 days 02:14:01.417000,0 days 02:14:36.953000,0 days 02:15:02.757000,210.0,185.0,283.0,327.0,False,MEDIUM,26.0,False,RB,0 days 02:13:30.017000,,1,16.0,,,False,True,Miami2024,2024,92.72,1,676.0,49.0,92.122,0.597999999999999,0.4170000000000016
0 days 02:16:35.770000,RIC,3,0 days 00:01:33.033000,50.0,2.0,,,0 days 00:00:31.478000,0 days 00:00:35.482000,0 days 00:00:26.073000,0 days 02:15:34.235000,0 days 02:16:09.717000,0 days 02:16:35.790000,209.0,184.0,281.0,332.0,False,MEDIUM,27.0,False,RB,0 days 02:15:02.737000,,1,16.0,,,False,True,Miami2024,2024,93.033,1,729.0,50.0,92.122,0.9110000000000014,0.8889999999999958
0 days 02:18:08.256000,RIC,3,0 days 00:01:32.486000,51.0,2.0,,,0 days 00:00:31.473000,0 days 00:00:35.380000,0 days 00:00:25.633000,0 days 02:17:07.263000,0 days 02:17:42.643000,0 days 02:18:08.276000,210.0,184.0,284.0,334.0,True,MEDIUM,28.0,False,RB,0 days 02:16:35.770000,,1,16.0,,,False,True,Miami2024,2024,92.486,1,784.0,51.0,92.122,0.3640000000000043,0.43300000000000693
0 days 02:19:41.973000,RIC,3,0 days 00:01:33.717000,52.0,2.0,,,0 days 00:00:32.464000,0 days 00:00:35.616000,0 days 00:00:25.637000,0 days 02:18:40.740000,0 days 02:19:16.356000,0 days 02:19:41.993000,211.0,184.0,283.0,335.0,False,MEDIUM,29.0,False,RB,0 days 02:18:08.256000,,1,16.0,,,False,True,Miami2024,2024,93.717,1,841.0,52.0,92.122,1.5949999999999989,1.5319999999999965
0 days 02:21:14.668000,RIC,3,0 days 00:01:32.695000,53.0,2.0,,,0 days 00:00:31.746000,0 days 00:00:34.985000,0 days 00:00:25.964000,0 days 02:20:13.739000,0 days 02:20:48.724000,0 days 02:21:14.688000,212.0,184.0,279.0,314.0,False,MEDIUM,30.0,False,RB,0 days 02:19:41.973000,,1,15.0,,,False,True,Miami2024,2024,92.695,1,900.0,53.0,92.122,0.5729999999999933,0.5139999999999958
0 days 02:22:47.403000,RIC,3,0 days 00:01:32.735000,54.0,2.0,,,0 days 00:00:31.080000,0 days 00:00:35.342000,0 days 00:00:26.313000,0 days 02:21:45.768000,0 days 02:22:21.110000,0 days 02:22:47.423000,209.0,186.0,284.0,334.0,False,MEDIUM,31.0,False,RB,0 days 02:21:14.668000,,1,16.0,,,False,True,Miami2024,2024,92.735,1,961.0,54.0,92.122,0.6129999999999995,0.8225000000000051
0 days 02:24:19.602000,RIC,3,0 days 00:01:32.199000,55.0,2.0,,,0 days 00:00:31.454000,0 days 00:00:35.076000,0 days 00:00:25.669000,0 days 02:23:18.877000,0 days 02:23:53.953000,0 days 02:24:19.622000,207.0,185.0,283.0,330.0,True,MEDIUM,32.0,False,RB,0 days 02:22:47.403000,,1,16.0,,,False,True,Miami2024,2024,92.199,1,1024.0,55.0,92.122,0.07699999999999818,0.5169999999999959
0 days 02:25:52.016000,RIC,3,0 days 00:01:32.414000,56.0,2.0,,,0 days 00:00:31.321000,0 days 00:00:35.264000,0 days 00:00:25.829000,0 days 02:24:50.943000,0 days 02:25:26.207000,0 days 02:25:52.036000,204.0,185.0,278.0,320.0,False,MEDIUM,33.0,False,RB,0 days 02:24:19.602000,,1,16.0,,,False,True,Miami2024,2024,92.414,1,1089.0,56.0,92.122,0.2920000000000016,0.4230000000000018
0 days 02:27:24.138000,RIC,3,0 days 00:01:32.122000,57.0,2.0,,,0 days 00:00:31.171000,0 days 00:00:35.148000,0 days 00:00:25.803000,0 days 02:26:23.207000,0 days 02:26:58.355000,0 days 02:27:24.158000,211.0,185.0,273.0,328.0,True,MEDIUM,34.0,False,RB,0 days 02:25:52.016000,,1,16.0,,,False,True,Miami2024,2024,92.122,1,1156.0,57.0,92.122,0.0,0.0
0 days 00:59:02.477000,OCO,31,0 days 00:01:35.438000,2.0,1.0,,,0 days 00:00:32.593000,0 days 00:00:36.325000,0 days 00:00:26.520000,0 days 00:57:59.657000,0 days 00:58:35.982000,0 days 00:59:02.502000,211.0,181.0,279.0,291.0,True,MEDIUM,2.0,True,Alpine,0 days 00:57:27.039000,,1,15.0,,,False,True,Miami2024,2024,95.438,1,4.0,2.0,92.037,3.4009999999999962,0.9260000000000019
0 days 01:00:37.144000,OCO,31,0 days 00:01:34.667000,3.0,1.0,,,0 days 00:00:32.730000,0 days 00:00:35.857000,0 days 00:00:26.080000,0 days 00:59:35.232000,0 days 01:00:11.089000,0 days 01:00:37.169000,208.0,181.0,280.0,333.0,True,MEDIUM,3.0,True,Alpine,0 days 00:59:02.477000,,1,15.0,,,False,True,Miami2024,2024,94.667,1,9.0,3.0,92.037,2.6299999999999955,0.5494999999999948
0 days 01:02:11.157000,OCO,31,0 days 00:01:34.013000,4.0,1.0,,,0 days 00:00:32.369000,0 days 00:00:35.587000,0 days 00:00:26.057000,0 days 01:01:09.538000,0 days 01:01:45.125000,0 days 01:02:11.182000,208.0,182.0,281.0,297.0,True,MEDIUM,4.0,True,Alpine,0 days 01:00:37.144000,,1,15.0,,,False,True,Miami2024,2024,94.013,1,16.0,4.0,92.037,1.975999999999999,0.06050000000000466
0 days 01:03:45.065000,OCO,31,0 days 00:01:33.908000,5.0,1.0,,,0 days 00:00:32.255000,0 days 00:00:35.656000,0 days 00:00:25.997000,0 days 01:02:43.437000,0 days 01:03:19.093000,0 days 01:03:45.090000,209.0,179.0,282.0,334.0,True,MEDIUM,5.0,True,Alpine,0 days 01:02:11.157000,,1,15.0,,,False,True,Miami2024,2024,93.908,1,25.0,5.0,92.037,1.8709999999999951,0.07750000000000057
0 days 01:05:19.505000,OCO,31,0 days 00:01:34.440000,6.0,1.0,,,0 days 00:00:32.562000,0 days 00:00:35.852000,0 days 00:00:26.026000,0 days 01:04:17.652000,0 days 01:04:53.504000,0 days 01:05:19.530000,210.0,181.0,281.0,314.0,False,MEDIUM,6.0,True,Alpine,0 days 01:03:45.065000,,1,15.0,,,False,True,Miami2024,2024,94.44,1,36.0,6.0,92.037,2.4029999999999916,0.561000000000007
0 days 01:06:53.632000,OCO,31,0 days 00:01:34.127000,7.0,1.0,,,0 days 00:00:32.259000,0 days 00:00:35.931000,0 days 00:00:25.937000,0 days 01:05:51.789000,0 days 01:06:27.720000,0 days 01:06:53.657000,208.0,180.0,280.0,335.0,False,MEDIUM,7.0,True,Alpine,0 days 01:05:19.505000,,1,15.0,,,False,True,Miami2024,2024,94.127,1,49.0,7.0,92.037,2.089999999999989,-0.08200000000000784
0 days 01:08:28.122000,OCO,31,0 days 00:01:34.490000,8.0,1.0,,,0 days 00:00:32.613000,0 days 00:00:35.929000,0 days 00:00:25.948000,0 days 01:07:26.270000,0 days 01:08:02.199000,0 days 01:08:28.147000,209.0,180.0,281.0,337.0,False,MEDIUM,8.0,True,Alpine,0 days 01:06:53.632000,,1,15.0,,,False,True,Miami2024,2024,94.49,1,64.0,8.0,92.037,2.4529999999999887,0.5899999999999892
0 days 01:10:02.241000,OCO,31,0 days 00:01:34.119000,9.0,1.0,,,0 days 00:00:32.272000,0 days 00:00:35.808000,0 days 00:00:26.039000,0 days 01:09:00.419000,0 days 01:09:36.227000,0 days 01:10:02.266000,210.0,181.0,279.0,335.0,False,MEDIUM,9.0,True,Alpine,0 days 01:08:28.122000,,1,15.0,,,False,True,Miami2024,2024,94.119,1,81.0,9.0,92.037,2.0819999999999936,0.010500000000007503
0 days 01:11:36.597000,OCO,31,0 days 00:01:34.356000,10.0,1.0,,,0 days 00:00:32.355000,0 days 00:00:35.906000,0 days 00:00:26.095000,0 days 01:10:34.621000,0 days 01:11:10.527000,0 days 01:11:36.622000,208.0,180.0,278.0,334.0,False,MEDIUM,10.0,True,Alpine,0 days 01:10:02.241000,,1,14.0,,,False,True,Miami2024,2024,94.356,1,100.0,10.0,92.037,2.3189999999999884,-0.2259999999999991
0 days 01:13:11.083000,OCO,31,0 days 00:01:34.486000,11.0,1.0,,,0 days 00:00:32.305000,0 days 00:00:35.968000,0 days 00:00:26.213000,0 days 01:12:08.927000,0 days 01:12:44.895000,0 days 01:13:11.108000,209.0,180.0,280.0,322.0,False,MEDIUM,11.0,True,Alpine,0 days 01:11:36.597000,,1,13.0,,,False,True,Miami2024,2024,94.486,1,121.0,11.0,92.037,2.448999999999998,-0.08800000000000807
0 days 01:14:45.067000,OCO,31,0 days 00:01:33.984000,12.0,1.0,,,0 days 00:00:32.223000,0 days 00:00:35.821000,0 days 00:00:25.940000,0 days 01:13:43.331000,0 days 01:14:19.152000,0 days 01:14:45.092000,206.0,181.0,273.0,344.0,False,MEDIUM,12.0,True,Alpine,0 days 01:13:11.083000,,1,10.0,,,False,True,Miami2024,2024,93.984,1,144.0,12.0,92.037,1.9469999999999885,-0.006000000000000227
0 days 01:16:19.161000,OCO,31,0 days 00:01:34.094000,13.0,1.0,,,0 days 00:00:31.887000,0 days 00:00:35.931000,0 days 00:00:26.276000,0 days 01:15:16.979000,0 days 01:15:52.910000,0 days 01:16:19.186000,209.0,182.0,271.0,317.0,False,MEDIUM,13.0,True,Alpine,0 days 01:14:45.067000,,1,10.0,,,False,True,Miami2024,2024,94.094,1,169.0,13.0,92.037,2.056999999999988,0.14049999999998875
0 days 01:17:53.228000,OCO,31,0 days 00:01:34.067000,14.0,1.0,,,0 days 00:00:31.929000,0 days 00:00:35.873000,0 days 00:00:26.265000,0 days 01:16:51.115000,0 days 01:17:26.988000,0 days 01:17:53.253000,209.0,182.0,274.0,315.0,False,MEDIUM,14.0,True,Alpine,0 days 01:16:19.161000,,1,10.0,,,False,True,Miami2024,2024,94.067,1,196.0,14.0,92.037,2.029999999999987,0.3744999999999976
0 days 01:19:26.813000,OCO,31,0 days 00:01:33.585000,15.0,1.0,,,0 days 00:00:31.743000,0 days 00:00:35.668000,0 days 00:00:26.174000,0 days 01:18:24.996000,0 days 01:19:00.664000,0 days 01:19:26.838000,209.0,182.0,274.0,316.0,True,MEDIUM,15.0,True,Alpine,0 days 01:17:53.228000,,1,10.0,,,False,True,Miami2024,2024,93.585,1,225.0,15.0,92.037,1.5479999999999876,0.16699999999998738
0 days 01:21:00.358000,OCO,31,0 days 00:01:33.545000,16.0,1.0,,,0 days 00:00:31.711000,0 days 00:00:35.672000,0 days 00:00:26.162000,0 days 01:19:58.549000,0 days 01:20:34.221000,0 days 01:21:00.383000,210.0,181.0,275.0,316.0,True,MEDIUM,16.0,True,Alpine,0 days 01:19:26.813000,,1,10.0,,,False,True,Miami2024,2024,93.545,1,256.0,16.0,92.037,1.5079999999999956,-0.07350000000000989
0 days 01:22:34.355000,OCO,31,0 days 00:01:33.997000,17.0,1.0,,,0 days 00:00:31.827000,0 days 00:00:35.802000,0 days 00:00:26.368000,0 days 01:21:32.210000,0 days 01:22:08.012000,0 days 01:22:34.380000,210.0,181.0,273.0,317.0,False,MEDIUM,17.0,True,Alpine,0 days 01:21:00.358000,,1,10.0,,,False,True,Miami2024,2024,93.997,1,289.0,17.0,92.037,1.9599999999999937,0.3760000000000048
0 days 01:24:08.245000,OCO,31,0 days 00:01:33.890000,18.0,1.0,,,0 days 00:00:31.797000,0 days 00:00:35.865000,0 days 00:00:26.228000,0 days 01:23:06.177000,0 days 01:23:42.042000,0 days 01:24:08.270000,209.0,182.0,275.0,315.0,False,MEDIUM,18.0,True,Alpine,0 days 01:22:34.355000,,1,9.0,,,False,True,Miami2024,2024,93.89,1,324.0,18.0,92.037,1.8529999999999944,0.18500000000000227
0 days 01:25:42.981000,OCO,31,0 days 00:01:34.736000,19.0,1.0,,,0 days 00:00:31.785000,0 days 00:00:36.898000,0 days 00:00:26.053000,0 days 01:24:40.055000,0 days 01:25:16.953000,0 days 01:25:43.006000,210.0,181.0,277.0,327.0,False,MEDIUM,19.0,True,Alpine,0 days 01:24:08.245000,,1,10.0,,,False,True,Miami2024,2024,94.736,1,361.0,19.0,92.037,2.698999999999998,1.1940000000000026
0 days 01:27:17.050000,OCO,31,0 days 00:01:34.069000,20.0,1.0,,,0 days 00:00:32.061000,0 days 00:00:35.779000,0 days 00:00:26.229000,0 days 01:26:15.067000,0 days 01:26:50.846000,0 days 01:27:17.075000,209.0,183.0,275.0,316.0,False,MEDIUM,20.0,True,Alpine,0 days 01:25:42.981000,,1,10.0,,,False,True,Miami2024,2024,94.069,1,400.0,20.0,92.037,2.0319999999999965,0.4300000000000068
0 days 01:28:50.917000,OCO,31,0 days 00:01:33.867000,21.0,1.0,,,0 days 00:00:31.868000,0 days 00:00:35.799000,0 days 00:00:26.200000,0 days 01:27:48.943000,0 days 01:28:24.742000,0 days 01:28:50.942000,210.0,182.0,274.0,315.0,False,MEDIUM,21.0,True,Alpine,0 days 01:27:17.050000,,1,10.0,,,False,True,Miami2024,2024,93.867,1,441.0,21.0,92.037,1.8299999999999983,0.15500000000001535
0 days 01:33:58.243000,OCO,31,0 days 00:01:33.041000,24.0,2.0,,,0 days 00:00:31.979000,0 days 00:00:35.032000,0 days 00:00:26.030000,0 days 01:32:57.206000,0 days 01:33:32.238000,0 days 01:33:58.268000,216.0,183.0,271.0,315.0,True,HARD,2.0,True,Alpine,0 days 01:32:25.202000,,1,12.0,,,False,True,Miami2024,2024,93.041,2,4.0,24.0,92.037,1.0039999999999907,-0.4265000000000043
0 days 01:35:31.161000,OCO,31,0 days 00:01:32.918000,25.0,2.0,,,0 days 00:00:31.386000,0 days 00:00:35.508000,0 days 00:00:26.024000,0 days 01:34:29.654000,0 days 01:35:05.162000,0 days 01:35:31.186000,215.0,183.0,271.0,315.0,True,HARD,3.0,True,Alpine,0 days 01:33:58.243000,,1,11.0,,,False,True,Miami2024,2024,92.918,2,9.0,25.0,92.037,0.8810000000000002,-0.35899999999999466
0 days 01:37:05.209000,OCO,31,0 days 00:01:34.048000,26.0,2.0,,,0 days 00:00:32.421000,0 days 00:00:35.567000,0 days 00:00:26.060000,0 days 01:36:03.607000,0 days 01:36:39.174000,0 days 01:37:05.234000,212.0,183.0,272.0,318.0,False,HARD,4.0,True,Alpine,0 days 01:35:31.161000,,1,12.0,,,False,True,Miami2024,2024,94.048,2,16.0,26.0,92.037,2.0109999999999957,0.5859999999999985
0 days 01:38:38.379000,OCO,31,0 days 00:01:33.170000,27.0,2.0,,,0 days 00:00:31.610000,0 days 00:00:35.636000,0 days 00:00:25.924000,0 days 01:37:36.844000,0 days 01:38:12.480000,0 days 01:38:38.404000,213.0,183.0,275.0,323.0,False,HARD,5.0,True,Alpine,0 days 01:37:05.209000,,1,12.0,,,False,True,Miami2024,2024,93.17,2,25.0,27.0,92.037,1.1329999999999956,-0.20900000000000318
0 days 01:50:11.163000,OCO,31,0 days 00:01:34.811000,33.0,2.0,,,0 days 00:00:32.518000,0 days 00:00:36.262000,0 days 00:00:26.031000,0 days 01:49:08.895000,0 days 01:49:45.157000,0 days 01:50:11.188000,214.0,184.0,273.0,322.0,False,HARD,11.0,True,Alpine,0 days 01:48:36.352000,,1,10.0,,,False,True,Miami2024,2024,94.811,2,121.0,33.0,92.037,2.774000000000001,1.193000000000012
0 days 01:51:43.897000,OCO,31,0 days 00:01:32.734000,34.0,2.0,,,0 days 00:00:31.672000,0 days 00:00:35.399000,0 days 00:00:25.663000,0 days 01:50:42.860000,0 days 01:51:18.259000,0 days 01:51:43.922000,215.0,184.0,280.0,338.0,True,HARD,12.0,True,Alpine,0 days 01:50:11.163000,,1,10.0,,,False,True,Miami2024,2024,92.734,2,144.0,34.0,92.037,0.6969999999999885,-0.028000000000005798
0 days 01:53:16.342000,OCO,31,0 days 00:01:32.445000,35.0,2.0,,,0 days 00:00:31.406000,0 days 00:00:35.220000,0 days 00:00:25.819000,0 days 01:52:15.328000,0 days 01:52:50.548000,0 days 01:53:16.367000,213.0,184.0,281.0,329.0,True,HARD,13.0,True,Alpine,0 days 01:51:43.897000,,1,10.0,,,False,True,Miami2024,2024,92.445,2,169.0,35.0,92.037,0.40799999999998704,0.12699999999999534
0 days 01:54:48.690000,OCO,31,0 days 00:01:32.348000,36.0,2.0,,,0 days 00:00:31.348000,0 days 00:00:35.306000,0 days 00:00:25.694000,0 days 01:53:47.715000,0 days 01:54:23.021000,0 days 01:54:48.715000,214.0,185.0,282.0,331.0,True,HARD,14.0,True,Alpine,0 days 01:53:16.342000,,1,10.0,,,False,True,Miami2024,2024,92.348,2,196.0,36.0,92.037,0.31099999999999284,0.0030000000000001137
0 days 01:56:21.300000,OCO,31,0 days 00:01:32.610000,37.0,2.0,,,0 days 00:00:31.429000,0 days 00:00:35.283000,0 days 00:00:25.898000,0 days 01:55:20.144000,0 days 01:55:55.427000,0 days 01:56:21.325000,215.0,184.0,278.0,318.0,False,HARD,15.0,True,Alpine,0 days 01:54:48.690000,,1,10.0,,,False,True,Miami2024,2024,92.61,2,225.0,37.0,92.037,0.5729999999999933,0.20399999999999352
0 days 01:57:53.692000,OCO,31,0 days 00:01:32.392000,38.0,2.0,,,0 days 00:00:31.269000,0 days 00:00:35.218000,0 days 00:00:25.905000,0 days 01:56:52.594000,0 days 01:57:27.812000,0 days 01:57:53.717000,215.0,184.0,278.0,318.0,False,HARD,16.0,True,Alpine,0 days 01:56:21.300000,,1,10.0,,,False,True,Miami2024,2024,92.392,2,256.0,38.0,92.037,0.35499999999998977,0.17099999999999227
0 days 01:59:26.213000,OCO,31,0 days 00:01:32.521000,39.0,2.0,,,0 days 00:00:31.197000,0 days 00:00:35.359000,0 days 00:00:25.965000,0 days 01:58:24.914000,0 days 01:59:00.273000,0 days 01:59:26.238000,213.0,184.0,278.0,318.0,False,HARD,17.0,True,Alpine,0 days 01:57:53.692000,,1,10.0,,,False,True,Miami2024,2024,92.521,2,289.0,39.0,92.037,0.48399999999999466,0.0
0 days 02:00:58.794000,OCO,31,0 days 00:01:32.581000,40.0,2.0,,,0 days 00:00:31.260000,0 days 00:00:35.403000,0 days 00:00:25.918000,0 days 01:59:57.498000,0 days 02:00:32.901000,0 days 02:00:58.819000,211.0,185.0,276.0,317.0,False,HARD,18.0,True,Alpine,0 days 01:59:26.213000,,1,9.0,,,False,True,Miami2024,2024,92.581,2,324.0,40.0,92.037,0.5439999999999969,0.025500000000008072
0 days 02:02:31.369000,OCO,31,0 days 00:01:32.575000,41.0,2.0,,,0 days 00:00:31.158000,0 days 00:00:35.376000,0 days 00:00:26.041000,0 days 02:01:29.977000,0 days 02:02:05.353000,0 days 02:02:31.394000,215.0,184.0,275.0,316.0,False,HARD,19.0,True,Alpine,0 days 02:00:58.794000,,1,9.0,,,False,True,Miami2024,2024,92.575,2,361.0,41.0,92.037,0.5379999999999967,0.11950000000000216
0 days 02:04:03.680000,OCO,31,0 days 00:01:32.311000,42.0,2.0,,,0 days 00:00:31.094000,0 days 00:00:35.344000,0 days 00:00:25.873000,0 days 02:03:02.488000,0 days 02:03:37.832000,0 days 02:04:03.705000,215.0,185.0,276.0,317.0,True,HARD,20.0,True,Alpine,0 days 02:02:31.369000,,1,9.0,,,False,True,Miami2024,2024,92.311,2,400.0,42.0,92.037,0.2740000000000009,0.13100000000000023
0 days 02:05:35.960000,OCO,31,0 days 00:01:32.280000,43.0,2.0,,,0 days 00:00:31.128000,0 days 00:00:35.246000,0 days 00:00:25.906000,0 days 02:04:34.833000,0 days 02:05:10.079000,0 days 02:05:35.985000,215.0,185.0,275.0,318.0,True,HARD,21.0,True,Alpine,0 days 02:04:03.680000,,1,9.0,,,False,True,Miami2024,2024,92.28,2,441.0,43.0,92.037,0.242999999999995,0.19299999999999784
